目标院校,学院,目标院校可申请专业,院校背景要求,专业背景要求,GPA要求 四分制或百分制,语言要求,实习实践（背景提升）要求,实习实践（背景提升）要求-中文,作品集要求
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of City Planning in concentration with Sustainable Transportation and Infrastructure Planning (STIP) 可持续交通和基础建设规划,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of Urban Spatial Analytics (MUSA) 空间分析,无名单限制,"可跨专业申请,接触地理信息系统、统计和编码（任何语言）都是有益的",官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of Science in Design: Historic Preservation(MSD-HP)历史保护,无名单限制,"可跨专业申请,学生必须精通计算机辅助制图（AutoCAD）,应至少学习一门大学水平的基础化学或同等课程",官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of Science in Historic Preservation(MSHP)历史保护,无名单限制,"可跨专业申请,学生必须精通计算机辅助制图（AutoCAD）,应至少学习一门大学水平的基础化学或同等课程",官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,College of Liberal and Professional Studies文理与专业研究学院,Master of Environmental Studies环境学习硕士,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0 ,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,不要求作品集
宾夕法尼亚大学University of Pennsylvania,Graduate School of Education教育学院,Master of Science Learning Sciences and Technologies M.S.Ed.学习科学与技术,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0 ,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,不要求作品集
杜克大学Duke University,Pratt School of Engineering工程学院,"MEng Game Design, Development & Innovation游戏，开发与创新",无名单限制,1、理科或工科背景，或者非理工科背景但有相关的技术工作经验； 2、至少一个学期的编程（任何语言）学习经历； 3、强烈建议在统计、线性代数等方面进行先修课程学习,学校招生平均成绩：3.6-3.9,TOEFL 102-109 IELTS 7-7.5,我们需要一份突出经验、活动和领导力的简历，无论是在课堂上、志愿者环境中、俱乐部或组织，还是在工作中。校园课程不需要工作经验，但目前的本科生可以专注于他们拥有的任何实习经验。,我们需要一份突出经验、活动和领导力的简历，无论是在课堂上、志愿者环境中、俱乐部或组织，还是在工作中。校园课程不需要工作经验，但目前的本科生可以专注于他们拥有的任何实习经验。,不限项目数
杜克大学Duke University,Pratt School of Engineering工程学院,Design & Technology Innovation Master of Engineering设计与技术创新,无名单限制,STEM / STEM 相关领域的本科学位 或者如果您的学位不在 STEM 领域，则需要至少1学期编程语言课，1学期的微积分课，1学期的物理或自然科学（物理、生物、化学或相关学科），实验室经验强烈优先;,官网建议GPA 3.6-3.9,建议TOEFL 105+,无特殊要求，但建议有交互设计实习实践经历； 如有工作经验，欢迎全部提交工作类推荐信,无特殊要求，但建议有交互设计实习实践经历； 如有工作经验，欢迎全部提交工作类推荐信,不限项目数
杜克大学Duke University,Graduate School研究生学院,MFA in Experimental & Documentary Arts实验/纪录片艺术,无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 90 IELTS 7.0,无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,25页以内材料展示
杜克大学Duke University,Graduate School研究生学院,MA in Digital Art History/Computational Media数字艺术史与计算式媒体,无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 90 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,建议提交专业相关作品集，以链接形式上传
南加州大学University of Southern California,School of Cinematic Arts电影艺术学院,MFA Interactive Media (Games & Health)交互媒体（游戏与健康）,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 100（20） IELTS 7.0,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,不限项目数
南加州大学University of Southern California,School of Cinematic Arts电影艺术学院,MS Game Design and Development游戏与开发,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.6,TOEFL 100（20） IELTS 7.1,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,不限项目数
南加州大学University of Southern California,School of Cinematic Arts电影艺术学院,MFA Interactive Media交互媒体,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.7,TOEFL 100（20） IELTS 7.2,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,不限项目数
南加州大学University of Southern California,School of Cinematic Arts电影艺术学院,"MA Cinematic Arts (Media Arts, Games and Health)电影艺术（媒体艺术，游戏与健康）",无名单限制,接受跨专业,官网无要求，建议GPA不低于3.8,TOEFL 100（20） IELTS 7.3,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,不限项目数
南加州大学University of Southern California,School of Cinematic Arts电影艺术学院,MFA Animation and Digital Arts动画与数字艺术,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL: 90 (20) IELTS: 6.5 (6),必须有一封实践推荐信,必须有一封实践推荐信,不限项目数
南加州大学University of Southern California,Roski School of Art & Design艺术与设计学院,MFA Art艺术,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 6.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
南加州大学University of Southern California,Roski School of Art & Design艺术与设计学院,MFA Design设计,无名单限制,接受跨专业，但需要有设计行业相关实践经历；推荐设计/艺术/建筑相关专业,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 6.5,详细说明您的就业、教育、课外学院和社区活动、荣誉、奖项、出版物、专业组织、旅行及您希望包含的其他相关信息，非艺术/设计/建筑专业背景需要有相关实践/从业经历,非艺术/设计/建筑专业背景需要有相关实践/从业经历,不限项目数
南加州大学University of Southern California,School of Architecture建筑学院,Master of Architecture: First-Professional建筑学,无名单限制,接受跨专业,官网无明确要求，建议GPA高于3.5,TOEFL 95（20） IELTS 6.5（6.0）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,School of Architecture建筑学院,Master of Advanced Architectural Research Studies高级建筑研究,无名单限制,获得建筑学第一专业学位,官网无明确要求，建议GPA高于3.6,TOEFL 95（20） IELTS 6.5（6.0）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,School of Architecture建筑学院,Advanced Architectural Studies高级建筑学,无名单限制,获得建筑学第一专业学位,官网无明确要求，建议GPA高于3.7,TOEFL 95（20） IELTS 6.5（6.1）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,School of Architecture建筑学院,Master of Building Science 建筑科学,无名单限制,获得建筑学第一专业学位,官网无明确要求，建议GPA高于3.7,TOEFL 95（20） IELTS 6.5（6.0）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,School of Architecture建筑学院,Master of Heritage Conservation遗产保护,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 6.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不强制要求作品集
南加州大学University of Southern California,USC School of Architecture建筑学院,Master of Landscape Architecture景观建筑,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 95 (小分20) IELTS 6.5 (小分6.0),在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,USC School of Architecture建筑学院,Master of Landscape Architecture + Urbanism Dual degree景观建筑与城市化,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.6,TOEFL 95 (小分20) IELTS 6.5 (小分6.0),在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,USC School of Architecture建筑学院,Master of Advanced Architectural Studies + Master of Urban Planning Dual degree高级建筑研究与城市规划,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.7,TOEFL 95 (小分20) IELTS 6.5 (小分6.1),在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
南加州大学University of Southern California,School for Communication and Journalism传媒与新闻学院,MS Digital Social Media数字社会媒体,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 90/20 (Re114) IELTS 6.5/6.0 (Re8.0),无特殊要求，建议有交互设计实习实践经历，简历上必须罗列所有实习工作相关经历,无特殊要求，建议有交互设计实习实践经历，简历上必须罗列所有实习工作相关经历,不限项目数
南加州大学University of Southern California,Roski School of Art & Design艺术与设计学院,MA Curatorial Practices and the Public Sphere策展实践与公共领域,无名单限制,美术学士/文学士学位，专业设计、艺术、建筑或具有一定实践的相关领域（商业、传媒等）,官网无要求，建议达到3.5+,TOEFL 90(小分20） 建议IELTS 6.5(小分6） GRE 需要,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,写作样本两篇
南加州大学University of Southern California,Roski School of Art & Design艺术与设计学院,Master of Fine Arts in Fashion时尚,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 6.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
南加州大学University of Southern California,Thronton School of Music音乐学院,MS Arts Leadership艺术领导,无名单限制,无专业限制，但建议有数年艺术家实践经历,官网无明确要求，建议GPA高于3.7,TOEFL 90(小分20） 建议IELTS 6.5(小分6）,建议有数年艺术家实践经历，在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,建议有数年艺术家实践经历，在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,完成艺术实践与领导力相关写作，不要求作品集
南加州大学University of Southern California,Marshall School of Business商学院,MS Entrepreneurship and Innovation创业与创新,无名单限制,无专业限制,官网无要求，建议达到3.5+,托福 100（小分20） 雅思 7.0（小分6.0）,无特殊要求，最好有一至三年的工作经验,无特殊要求，最好有一至三年的工作经验,未强制要求作品集，设计背景学生提交作品集提升竞争力
南加州大学University of Southern California,USC School of Cinematic Arts电影艺术学院,MA Cinema and Media Studies电影与媒体研究,无名单限制,接受跨专业,3.0+【建议3.4+】,TOEFL100（20），IELTS6,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集，需提交写作样例
南加州大学University of Southern California,Viterbi School of Enginieering工程学院,Product Development Engineering产品开发工程,无名单限制,要求任意工程或科学相关学位,3.0+【建议3.5+】,TOEFL 90(小分20） 建议IELTS 6.5(小分6）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集
南加州大学University of Southern California,USC School of Cinematic Arts电影艺术学院,"MFA in Cinematic Arts, Film & Television Production 电影艺术、影视制作专业",无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL100（20），IELTS7,无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,命题写作剧本【400字】 2分钟命题短片 2-3分钟自我介绍视频
南加州大学University of Southern California,USC School of Cinematic Arts电影艺术学院,MFA Expanded Animation Research and Practice (XA)扩展动画研究+实践（XA）,无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 100 IELTS 7.0 PTE 68,需要两封推荐信，至少一封学术推荐信，和一封专业（实习实践）推荐信,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,10-15页 still images和影视作品
南加州大学University of Southern California,"Dana and David Dornsife College of Letters, Arts and Sciences文学、艺术和科学学院",MA Environmental Studies环境学,无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 100 IELTS 7.0 PTE 68,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不强制要求作品集
南加州大学University of Southern California,Spatial Sciences Institute空间科学研究所,"M.S. in Geodesign, Environment and Health地理设计、环境和健康",无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 100 IELTS 7.0 PTE 68,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,,不强制要求作品集
南加州大学University of Southern California,Iovine and Young Academy创新学院,"M.S. Integrated Design, Business and Technology设计、商业与科技",无名单限制,接受跨专业,3.0+【建议3.5+】,TOEFL 100 IELTS 7.0 PTE 68,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,,不强制要求作品集，建议有相关作品者补充提交
南加州大学University of Southern California,Roski School of Art & Design艺术与设计学院, MFA Fashion时尚,无名单限制,接受跨专业，但建议有设计行业相关学位；或传媒/商业等学位背景,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 6.5,详细说明您的就业、教育、课外学院和社区活动、荣誉、奖项、出版物、专业组织、旅行及您希望包含的其他相关信息，非相关背景建议有相关实践/从业经历,非艺术/设计/建筑专业背景建议有相关实践/从业经历,不限项目数
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film & Television戏剧，电影与电视学院",MFA Animation动画,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.5,TOEFL: 87（25，总分建议100） IELTS: 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数，但必须包含一个original storyboard
加州大学洛杉矶分校University of California Los Angeles,School of the Arts and Architecture艺术与建筑学院,MFA Art纯艺术,无名单限制,接受跨专业,要求GPA不低于3.0，建议GPA不低于3.5,TOEFL 87+(W:25+ S:24+ R:21+ L:17+) IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,20张图，最多4个视频（总计12分钟以内）
加州大学洛杉矶分校University of California Los Angeles,School of the Arts and Architecture艺术与建筑学院,MArch Professional Degree建筑学,无名单限制,向拥有 NAAB 认可的五年制建筑学学士学位 (BArch)、建筑学研究生学位或国外同等学历的学生开放。,官网无明确要求，建议GPA高于3.5,TOEFL 95/20 IELTS 6.5/6.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
加州大学洛杉矶分校University of California Los Angeles,School of the Arts and Architecture艺术与建筑学院,MS in Architecture and Urban Design (MSAUD)建筑与城市设计,无名单限制,向拥有 NAAB 认可的五年制建筑学学士学位 (BArch)、建筑学研究生学位或国外同等学历的学生开放。,官网无明确要求，建议GPA高于3.6,TOEFL 95/20 IELTS 6.5/6.1,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
加州大学洛杉矶分校University of California Los Angeles,School of the Arts and Architecture艺术与建筑学院,M.A. in Architecture建筑学,无名单限制,向拥有 NAAB 认可的五年制建筑学学士学位 (BArch)、建筑学研究生学位或国外同等学历的学生开放。,官网无明确要求，建议GPA高于3.7,TOEFL 95/20 IELTS 6.5/6.2,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
加州大学洛杉矶分校University of California Los Angeles,School of the Arts and Architecture艺术与建筑学院,MFA Design Media Arts设计媒体艺术,无名单限制,接受跨专业，倾向媒体艺术相关专业背景学生 需具备软件、3D、动画、视频、交互媒体实操技能,官网要求GPA至少3.0，建议GPA不低于3.5,TOEFL 87 WSRL 25/24/21/17 IELTS 7.0,无特殊要求，但建议有交互设计实习实践经历,个人陈述中需要阐述相关实习/研究/艺术经验,不限项目数，不超过10个项目
加州大学洛杉矶分校University of California Los Angeles,"Theater, Film & Television",MFA Design for Theater and Entertainment剧院与娱乐设计,无名单限制,无专业限制,官网无要求，建议达到3.7+,TOEFL 87 IELTS 7.0,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,不限制项目数量
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MA Cinema & Media Studies 电影与媒体研究,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,3000-5000字写作文档
加州大学洛杉矶分校University of California Los Angeles,UCLA architecture and Urban Design建筑与城市设计学院,Master of Urban and Regional Planning (M.U.R.P.)城市与区域规划,无名单限制,无专业限制,官网要求GPA至少3.0，建议GPA不低于3.5,TOEFL 100 IELTS 7.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MFA Cinematography 电影摄影,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验，最好有工作经验,无特殊要求，建议有相关的商业实习经验,论文
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MFA Producers Program制片人项目,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验，最好有工作经验,无特殊要求，建议有相关的商业实习经验,10分钟以内影视作品，两份三页作品
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MFA Production/Directing – Documentary 制作/导演-纪录片,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验，最好有工作经验,无特殊要求，建议有相关的商业实习经验,三页文档作品
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MFA Production/Directing – Narrative 制作/导演-叙事,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验，最好有工作经验,无特殊要求，建议有相关的商业实习经验,三页文档作品
加州大学洛杉矶分校University of California Los Angeles,"School of Theater, Film and Television戏剧，电影与电视学院",MFA Screenwriting 编剧,无名单限制,接受跨专业,官网要求GPA至少3.0，建议GPA不低于3.5,"TOEFL 87 (W25, S24, R21, L17) IELTS 7.0",无特殊要求，建议有相关的商业实习经验，最好有工作经验,无特殊要求，建议有相关的商业实习经验,两篇剧本
芝加哥大学University of Chicago,Forum for Digital Culture数字文化学院,"Master of Arts program in Digital Studies of Language, Culture, and History(2-Year MA in Media and Extended Reality)语言、文化和历史数字研究（媒体与扩展现实2年学位）",无名单限制,人文学科或相关学科（如语言学、历史学、人类学、社会学、传播学或美术）的学士学位。具有科学背景（包括计算机科学）的学生也鼓励他们申请,官网无要求，建议达到3.5+,官网无明确要求，建议100+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,无作品集要求
芝加哥大学University of Chicago,Department of Visual Arts视觉艺术学院,Master of Fine Arts纯艺术,无名单限制,无专业限制,官网无要求，建议达到3.5+,TOEFL 90+ IELTS 7.0+（7.0）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
西北大学Northwestern University,"Segal Design Institute, McCormick School of Engineering工程学院与设计学院",M.S. in Engineering Design Innovation (EDI)工程设计创新,无名单限制,接受跨专业，倾向工程、技术专业学生,官网无要求，建议GPA不低于3.5,TOEFL 95 IELTS 7.0,无特殊要求，但建议有交互设计实习实践经历,无特殊要求，但建议有交互设计实习实践经历,不限项目数
西北大学Northwestern University,School of Communication传媒学院,MS in Leadership for Creative Enterprises创意企业领导,无名单限制,无专业限制,官网无要求，建议达到3.5+,托福 100（口语26） 雅思 7.5（小分8.0）,无特殊要求，建议有相关实习经历,无特殊要求，建议有相关实习经历,未强制要求作品集，设计背景学生提交作品集提升竞争力
西北大学Northwestern University,School of Communication传媒学院,MFA in Stage Design舞台设计,无名单限制,接受跨专业,官网无明确要求，建议GPA接近于满绩,TOEFL 80 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
西北大学Northwestern University,Department of Theatre戏剧系,Master of Fine Arts in Directing导演,无名单限制,接受跨专业,建议3.5+,TOEFL80 IELTS7,2年以上导演工作经验,2年以上导演工作经验,不限项目数量
西北大学Northwestern University,School of Communication传媒学院,MFA in Documentary Media纪录片,无名单限制,接受跨专业,官网无明确要求，建议GPA接近于满绩,TOEFL 80 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,10分钟影视作品
西北大学Northwestern University,"Medill School of Journalism, Media, Integrated Marketing Communications新闻，媒体，综合市场传媒学院",M.S. in Journalism新闻,不接受3年制本科,接受跨专业,官网要求3.0，建议不低于3.5,TOEFL 80 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,3页写作样本
西北大学Northwestern University,Weinberg College of Arts and Sciences文理学院,"MFA Art, Theory, and Practice艺术理论与实践",无名单限制,无专业限制,官网要求3.0，建议不低于3.6,TOEFL 80（speaking 26）IELTS 7.0（speaking 8.0）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
西北大学Northwestern University,McCormick School of Engineering工程学院,Master of Science in Project Management项目管理,无名单限制,工程或建筑类本科,官网要求3.0，建议不低于3.5,TOEFL 85 IELTS 7.0 需要GRE,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集
西北大学Northwestern University,"Segal Design Institute, McCormick School of Engineering工程学院与设计学院",Master of Product Design and Development Management产品设计与开发管理,无名单限制,接受跨专业，建议有一定工作经历,官网无要求，建议GPA不低于3.5,托福 100 雅思 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,网申选交作品集；面试必须提交作品集
约翰霍普金斯大学Johns Hopkins University,Zanvyl Krieger School of Arts and Sciences文理学院,Master of Arts in Film and Media电影与媒体,无名单限制,接受跨专业,建议3.5+,TOEFL100，IELTS7,无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,不限项目数量
约翰霍普金斯大学Johns Hopkins University,Zanvyl Krieger School of Arts and Sciences文理学院,M.A. in Communication传媒,无名单限制,接受跨专业,官网要求3.0，建议不低于3.5,TOEFL 100 IELTS 7.,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,2个作品
